sentence,label
त्यानंतर बघता बघता प्रेम आणि लग्न हे महत्त्वाचे टप्पे आपसूकच पार होतात।,human
पार्टनरच्या आणि त्याचप्रमाणे किरणची मैत्रीण दमयंती या दोघांच्या मदतीने घराचा प्रश्न सुटतो।,human
पार्टनर नोकरीसाठी पुण्याला निघून जातो।,human
दरम्यान अमितचा जन्म होतो आणि तेवढाच अकाली त्याचा मृत्यूही होतो।,human
"या संपूर्ण प्रवासात श्रीला आई, भाऊ, वहिनी, बायको इत्यादी लोकांचे विलक्षण अविश्वसनीय अनुभव येतात आणि आपण खरंच यांना ओळखतो का असा प्रश्नही त्याला पडतो।",human
"अखेरीस सगळ्याला कंटाळून तो पार्टनरला परत येण्याची आणि या दुःख आणि मानसिक असमाधानानाने काळवंडलेल्या या आयुष्यातून आपली सुटका करण्याची विनंती करतो आणि आपल्यावर ""एवढे अनंत उपकार करणारा पार्टनर तरी खरा होता की ती देखील अशीच आपल्या मनाची एखादी कल्पना होती।",human
""" असा विचार श्री करत असतानाच कादंबरी संपते।",human
"शब्दकोशाची व्याप्ती भाषेतील शब्द, त्यांचे अर्थ, उच्चार आणि व्याकरण देण्यापुरतीच मर्यादित असते।",human
शब्दकोशात अर्थ स्पष्ट करण्यासाठी प्रसंगी चित्रे आणि क्वचित नकाशेही असतात।,human
पण कोणत्याही प्रकारची सखोल माहिती नसते।,human
"याउलट, ज्ञानकोश ज्ञानशाखेतील विविध संज्ञांची तपशीलवार माहिती देत असतो।",human
"आणखी त्यापलीकडे जाऊन, या माहितीचे विश्लेषण करणे, ज्ञानशाखांशी असलेली विस्तृत पार्श्वभूमी विशद करणे, आणि संदर्भ उपलब्ध करून देणे ही कामेही ज्ञानकोश करतो।",human
"अनेक ज्ञानकोशांत चित्रे, नकाशे, आराखडे, आधारभूत पुस्तकांचे संदर्भ आणि सांख्यिकीय माहिती असते।",human
"सामन्यतः सुशिक्षित, माहिती-विशेषज्ञ अशा तज्ज्ञांच्या संशोधनाने आणि मार्गदर्शनाखाली ज्ञानकोशांची निर्मिती होत असते।",human
ज्याला एखाद्या विषयाची संक्षिप्त आणि विश्वासार्ह माहिती हवी असेल असा माणूस कधीना कधी ज्ञानकोशाची पाने चाळतो।,human
"अशा ज्ञानकोशांत साक्षेपी(संदर्भ असलेली काही विरुद्ध मते असल्यास, त्यांच्यासह), शक्य तिथे संदर्भ असलेली, वस्तुनिष्ठ आणि तटस्थपणे दिलेली माहिती मिळ्ते।",human
"इथे वाचकांना भाषेचे सौंदर्य अपेक्षित नसते, तर निव्वळ ज्ञान आणि माहिती हवी असते।",human
वाचकाचा दृष्टिकोन: आम्ही ज्ञानकोश मोजक्या तथ्यांसाठी आणि आकडेवारीसाठी वाचतो।,human
येथे आम्हाला इतरांची परस्परविरोधी मते विशिष्ट संदर्भासहित मिळावीत।,human
पण आमचे मन आणि विचार प्रभावित करण्याकरिता ज्ञानकोशांतील लेखकांचे मत त्यात मिसळू नका असा असतो।,human
कोशांतील लेख वाचून वाचक आपले मत बनवतो।,human
१९७७मध्ये पेशव्यांच्या कौटुंबिक कलह आणि सत्तासंघर्षातून नारायणराव पेशव्यांची हत्या झाल्यावर पेशव्यांचे लक्ष उत्तर आणि मध्य भारताकडे नव्हते।,human
त्यातच होळकर आणि शिंदे यांच्यातील अंतर्गत संघर्षामुळे पुण्याची सत्ता मध्य भारतात नाममात्रच होती।,human
नारायणरावानंतर पेशवेपदी आलेल्या रघुनाथरावाला वाटले की शिंदे-होळकर थेट पेशव्यांच्या सत्तेलाच आव्हान देतील।,human
याला शह देण्यासाठी त्याने इंग्रजांकडून मदत मागितली।,human
यासाठी इंग्रजांनी सुरतेला करार मान्य करून घेतला।,human
यानुसार साळशेत बेट (आताच्या मुंबईचा मोठा भाग) आणि वसईचा किल्ला इंग्रजांच्या हवाली केले गेले आणि इंग्रजांनी पेशव्यांना पाठिंबा जाहीर केला।,human
या कराराचा भारत आणि इंग्लंडमधील ब्रिटिश सत्तावर्तुळांमध्ये खळबळ माजली।,human
ब्रिटिश राजतंत्राने ईस्ट इंडिया कंपनीला भारतात व्यापार करण्याचा मक्ता दिलेला होता परंतु तेथील सार्वभौम राजांशी इंग्लंडच्या वतीने असे करार करणे हे कायदेबाह्य होते।,human
या कराराच्या अटींवरून पहिले इंग्रज-मराठा युद्ध पेटले।,human
दोन्ही बाजू तुल्यबळ असल्याने हे युद्ध अनेक वर्षे रखडले।,human
शेवटी महादजी शिंद्यांनी मध्यस्थी करून १७८२मध्ये सालबाईचा करार घडवून हे युद्ध थांबवले।,human
"यात इंग्रजांची जरी थेट सरशी झाली नसली तरी वॉरेन हेस्टिंग्सने दूरदृष्टी वापरून शिंदे, भोसले आणि पेशवे यांच्यात दुही निर्माण केली।",human
१७८६मध्ये ईस्ट इंडिया कंपनीने लॉर्ड कॉर्नवॉलिस याला भारतातील प्रदेशांचा गव्हर्नर जनरल म्हणून नेमले।,human
त्यावेळी मराठा साम्राज्य मजबूत स्थितीतच होते।,human
सालबाईच्या तहानंतर ब्रिटिशांनी उत्तर भारतात कुरापती न काढता मराठ्यांच्या बरोबरीने राहण्याचे धोरण अवलंबिले।,human
"पुण्यात या वेळी ११ वर्षांचा सवाई माधवराव पेशवेपदावर होता व त्याच्या मंत्री नाना फडणवीसांनी मुत्सद्दीपणाने ब्रिटिश, निजाम, फ्रेंच, पोर्तुगीज, शिंदे, होळकर व इतर सत्तांशी समतोल साधून ठेवलेला होते।",human
१८०० साली फडणवीसांच्या मृत्यूनंतर पेशवाईत अनागोंदी माजली।,human
शिंदे-होळकर संघर्षात पेशव्यांनी शिंद्यांची बाजू घेतल्याचे वाटून होळकरांनी १८०१मध्ये थेट पुण्यावर हल्ला केला।,human
पेशवा दुसऱ्या बाजीरावाने पुण्यातून ब्रिटिश आरमाराच्या मदतीने पलायन केले।,human
आपली पेशवाई आणि सत्ता गमावण्याची भीती वाटून बाजीरावाने वसईच्या तहावर शिक्कामोर्तब केले।,human
यानुसार पेशवे आता खुद्द शासक न राहता इंग्रजधार्जिणे झाले।,human
याला प्रत्युत्तर म्हणून शिंदे आणि भोसल्यांनी इंग्रजांनी हल्ला केला व १८०३मध्ये दुसरे इंग्रज-मराठा युद्ध सुरू झाले।,human
यात इंग्रजांनी मराठा सरदारांचा सडकून पराभव केला व मराठ्यांनी आपला बव्हंश प्रदेश इंग्रजांच्या स्वाधीन केला।,human
दुसऱ्या आंग्ल-मराठा युद्धानंतर मराठा साम्राज्याचा प्रभाव आणि शक्ती काही अंशाने कमी झाली होती।,human
"युद्धानंतर त्यांनी आपल्या सैन्याचे आधुनिकीकरण करण्याकडे दुर्लक्ष केले आणि नवीन तंत्रज्ञान न अजमावता त्याच त्याच जुन्या, कालबाह्य युद्धनीतींवर भर दिला।",human
मराठ्यांचा तोफखाना जुन्यापुराण्या तोफांवर भर देउन होता।,human
यांना एका ठिकाणाहून दुसरीकडे नेणे म्हणजे कठीण काम होते।,human
याउलट युरोपीयनांचा तोफखाना गतिशील आणि भेदक होता।,human
जरी काही प्रमाणात मराठ्यांनी नवीन शस्त्रे अंगिकारली असली तरी ती सगळी आयात केलेली होती।,human
ही हाताळणारे कुशल लोक परदेशी होते।,human
एतद्देशीयांनी ही शस्त्रे स्वतः तयार करण्याचा कधी प्रयत्न केला नाही किंवा त्यांचे तंत्रज्ञानही आत्मसात केले नाही।,human
मराठ्यांचे गुप्तहेर खाते कुशल नव्हते आणि नाना फडणवीसांचा काळ सोडता त्यांच्याकडील मुत्सद्दी देशातील संपूर्ण चित्र पाहण्यास असमर्थ होते।,human
मराठ्यांची घातक पथके पेंढारी व इतर भाडोत्री सैनिकांनी भरलेली होते।,human
या साम्राज्याला एक वाली नव्हता।,human
खुद्द छत्रपतींच्याही दोन गाद्या होत्या -- सातारा आणि कोल्हापूर।,human
पश्चिम महाराष्ट्र सोडता इतर सगळे प्रदेश तेथील सरदारांच्या अंमलात होते आणि त्यांवर एकसूत्र थेट कारभार अशक्य होता।,human
शिवाजी महाराजांचे एकछत्री मराठा साम्राज्य आता कॉन्फेडरसी[मराठी शब्द सुचवा]मध्ये परिवर्तित झाले होते आणि एकजुटीने परकीय शत्रूशी युद्ध करण्यासाठीची एकता नष्ट झालेली होती।,human
गायकवाडांच्या राजदूत गंगाधर शास्त्री यांची हत्या म्हणजे पेशव्यांनी भारतातील ब्रिटिश सत्तेला दिलेले आव्हान समजून त्यांचे साम्राज्य गिळण्यासाठी रॉडोन-हेस्टिंग्सने भारतात मोठ्या सैन्याची जमवाजमव सुरू केली।,human
ब्रिटिशांची भारतातील तोपर्यंतची ही सगळ्यात मोठी फौज होती।,human
"१,२०,००० शिबंदी असलेल्या या सैन्याची रचना रॉडोन-हेस्टिंग्सच्या हाताखालील ग्रँड आर्मी तथा बेंगाल आर्मी आणि जनरल थॉमस हिस्लॉपच्या हाताखालील आर्मी ऑफ द डेक्कन या दोन सैन्यांची मिळवणी होती।",human
"यात एतद्देशीय सैनिकांच्या ६० बटालियन, ब्रिटिश सैन्याच्या रेजिमेंटमधून रचलेल्या अनेक बटालियन, घोडदळ आणि ड्रगूनच्या अनेक तुकड्या, तोफखाना, इ।",human
चा समावेश होता।,human
"ग्रँड आर्मीच्या ४०,००० सैनिकांच्या या फौजेचे तीन विभाग आणि एक अतिरिक्त राखीव विभाग केले गेले।",human
"यांतील डाव्या विभागाचे नेतृत्त्व मेजर जनरल मार्शल, मध्य विभाग रॉडोन-हेस्टिंग्स कडे होेते।",human
"सैनिक, आर्मी ऑफ द डेक्कनचे ७०,००० सैनिक पाच विभागांत होते।",human
"यांचे नेतृत्त्व ब्रिगेडियर जनरल डव्हजन, जनरल हिस्लॉप, जनरल माल्कम ब्रिगेडियर जनरल स्मिथ आणि लेफ्टनंट कर्नल अॅडम्स यांच्याकडे असल्याची नोंद आहे।",human
याव्यतिरिक्त मद्रास आणि पुणे येथे दोन बटालियन आणि तोफखान्याच्या तुकड्याही तैनात होत्या।,human
मद्रास रेसिडेन्सीमध्ये ६ व्या बंगाल घोडदळातील अतिरिक्त तीन तुकड्याही तयारीत होत्या।,human
या सगळ्या सैन्याकडे अद्ययावत शस्त्रे होती तसेच त्यांचे रसदमार्ग उत्तमपणे आखलेले होते।,human
"इकडे सैन्य गोळा करीत असताना ब्रिटिशांनी शिंदे, होळकर आणि आमिर खान यांच्याशी बोलणी सुरू केली।",human
या तिन्ही संस्थानातील पेंढारी ब्रिटिश प्रदेशात धुमाकूळ घालत होते आणि या तिघांनीही नेपाळच्या राजाबरोबर संधान साधून ब्रिटिशांविरुद्ध युती करण्याची बोलणी सुरू केलेली होती।,human
याबाबतचा गुप्त पत्रव्यवहार ब्रिटिशांनी पकडला।,human
यावरून त्यांनी संस्थानिकांना पेचात पाडले आणि पेंढाऱ्यांविरुद्ध ब्रिटिशांना मदत करणे आणि पेंढाऱ्यांच्या नवीन टोळ्या उभ्या न होऊ देणे यासाठी ब्रिटिशांनी संस्थानिकांना वचन देणे भाग पाडले।,human
"हा करार, प्रचंड मोठे सैन्याचा दबाव आणि मुत्सद्दीगिरी वापरून ब्रिटिशांनी शिंदे आणि होळकरांना युद्ध सुरू होण्याआधीच बाजूला केले।",human
राजपुतान्यातील आमिर खानला त्याची टोंकची रियासत अबाधित ठेवण्याचे वचन देउन ब्रिटिशांनी त्यालाही परस्पर दूर केले।,human
आमिर खानने ब्रिटिशांवर विश्वास ठेवून आपली सेना बरखास्त केली तोफा ब्रिटिशांना विकून टाकल्या।,human
याशिवाय आपल्या प्रदेशातून पेंढाऱ्यांना हाकलून देण्याचेही कबूल केले।,human
"ऑक्टोबरमध्ये आणि नोव्हेंबरच्या सुरुवातीस ब्रिटिशांनी ग्रँड आर्मीचा एक विभाग सिंध, दुसरा चंबळ आणि तिसरा नर्मदेच्या खोऱ्याच्या पूर्व भागात पाठवला।",human
यांचे काम शिंदे आणि होळकर तसेच पेशव्यांच्या मध्ये राखून त्यांची हातमिळवणी रोखणे हा होता।,human
राखीव विभागाने राजपुतान्यात आमिर खानच्या हालचालींवर नजर ठेवलेली होती।,human
आर्मी ऑफ द डेक्कनचा पहिला आणि तिसरा विभाग हरदा येथे ठाण मांडून होता।,human
तेथून ही फौज आसपासच्या किल्ल्यांना शह देउन होती।,human
दुसरा विभाग मलारपूर येथून बेरार घाटावर लक्ष ठेवून होता तर चौथा विभाग पुणे आणि अमरावतीच्या आसपासच्या प्रदेशांवर जरब ठेवीत होता।,human
पाचवा विभाग होशंगाबाद येथे तैनात करण्यात आला।,human
राखीव विभाग भीमा आणि कृष्णा नद्यांच्या दोआबात दबा धरून बसला होता।,human
अशा प्रकारे ब्रिटिशांनी मराठ्यांची पूर्णपणे नाकेबंदी करून ठेवलेली होती।,human
शहाजी हे मुघलांचे बंडखोर सरदार होते।,human
शहाजीराजांनी विजापूर सरकारच्या पाठिंब्याने मुघलांविरुद्ध केलेल्या मोहिमा साधारणपणे अयशस्वी ठरल्या।,human
मुघल सैन्याने त्यांचा सतत पाठलाग केला आणि शिवाजी महाराज आणि आई जिजाबाई यांना नेहमी या किल्ल्यावरून त्या किल्ल्यावर जावे लागले।,human
१६३६ मध्ये शहाजीराजे विजापूरच्या सेवेत रुजू झाले आणि त्यांना पुण्याची जहागिरी दिली।,human
शहाजीराजांनी पुढे तुकाबाईंशी आपला दुसरा विवाह केला।,human
लहान शिवाजीराजांना घेऊन जिजाबाई पुण्याला रहायला आल्या।,human
तुकाबाई आणि शहाजीराजे ह्यांच्या एकोजी भोसले (व्यंकोजी भोसले) ह्या पुत्रांनी पुढे सध्याच्या तमिळनाडूमधील तंजावरला आपले राज्य स्थापन केले।,human
शिवाजी महाराजांना घेऊन जिजाबाई पुण्यात स्थायिक झाल्या।,human
त्यावेळी विजापुरी शासक आदिलशहाने बंगलोरमध्ये शहाजीराजांना तैनात केल्यामुळे दादोजी कोंडादेव यांची त्यांनी प्रशासक म्हणून नियुक्ती केली।,human
१६४७ मध्ये कोंडादेव मरण पावले आणि शिवरायांनी कारभार हाती घेतला।,human
त्यांच्या पहिल्या मोहिमेने थेट विजापुरी सरकारला आव्हान दिले।,human
जिजाबाई पुण्यात रहायला गेल्या त्यावेळी पुण्याची फार दुरवस्था झालेली होती।,human
"तेव्हा छोटे शिवाजीराजे आणि कारभारी ह्यांच्या हस्ते पुण्यात एका शेतात प्रतीकादाखल सोन्याच्या मुलाम्याचा नांगर फिरवून, जिजाबाईंनी पुण्याची पुनःस्थापना करायला सुरुवात केली।",human
शिवाजीराजे लहानाचे मोठे होत असताना आणि मोठे झाल्यावरही (मोठेपणीच्या सिंहगडावरच्या स्वारीसारख्या) प्रत्येक महत्त्वाच्या प्रसंगी त्यांना जिजाबाईंनी खंबीर मार्गदर्शन दिले शिवाजीमहाराजांच्या त्या आद्यगुरू मानल्या जातात।,human
हिंदवी स्वराज्यस्थापनेचे स्वप्न साकार करायला शिवाजीमहाराजांना जिजाबाईंनी स्फूर्ती दिली असे काही इतिहासकार मानतात एका आठवड्यानंतर नेपोलियनने मॉस्कोमध्ये प्रवेश केला।,human
परंतु सम्राटाशी भेट घेण्यास शहरातून कोणतेच शिष्टमंडळ न आल्याने फ्रेंच चक्रावून गेले।,human
रशियनांनी अगोदरच शहर रिकामे केले होते व नगरप्रमुख काउन्ट फ्यॉडॉर रोस्तोपचिन याने मॉस्कोतील अनेक मोक्याच्या ठिकाणी आग लावण्याचे आदेश दिले होते।,human
"नेपोलियनची आशा त्याची मोहीम मोठ्या विजयामुळे पूर्ण होईल अशी होती, परंतु रणांगणावरील विजयामुळे तो युद्धात विजयी होऊ शकला नाही।",human
मॉस्कोच्या पाडावामुळे अलेक्झांडरला तह करणे भाग पडले नाही व फ्रेंचांची स्थिती दिवसेंदिवस बिघडत असल्याचे दोन्ही बाजू जाणून होत्या।,human
रशियन सैन्यातील कथित असंतोष व खचणाऱ्या मनोधैर्याच्या खोट्या वार्ता पसरवल्यामुळे नेपोलियन तहाच्या वाटाघाटी करण्यासाठी मॉस्कोमध्येच थांबला।,human
"तिथे एक महिनाभर वास्तव्य केल्यावर नेपोलियनने त्याचे सैन्य नैर्ऋत्येकडे जेथे कुटुझोवच्या सैन्याचा तळ होता अशा कालुगाच्या दिशेने वळवले,।",human
फ्रेंचांच्या कालुगावरील आक्रमणास एका रशियन तुकडीने त्रास दिला।,human
नेपोलियनने पुन्हा एकदा रशियन सैन्याशी निर्णायक लढाईसाठी मालोयारोस्लावेत्झ सामना केला।,human
अधिक चांगल्या स्थितीत असूनही रशियन सैन्याने एका मोठ्या चकमकीनंतर माघार घेतली।,human
"थकलेली सैन्ये, संपत चालली रसद, हिवाळी कपड्यांचा अभाव व उर्वरित घोडे वाईट स्थितीत अशा परिस्थितीत नेपोलियनला माघार घेणे भाग पडले।",human
स्मोलेन्स्क व नंतर व्हिल्नियस येथील रसद मिळवण्याची त्याची अपेक्षा होती।,human
यानंतरच्या आठवड्यांमध्ये रशियन हिवाळ्याला आरंभ झाल्याने ग्रान्द आर्मीचे प्रचंड हाल झाले।,human
"घोड्यांसाठीच्या चाऱ्याचा अभाव, कडाक्याच्या थंडीमुळे हायपोथर्मिया [मराठी शब्द सुचवा] व एकाकी पडलेल्या सैन्य तुकड्यांवर कोसॅक व रशियन शेतकऱ्यांकडून होणारे हल्ले या सर्व कारणांमुळे अनेक सैनिक मृत्युमुखी पडले व सैन्यातील एकजूट संपुष्टात आली।",human
"नेपोलियनच्या उर्वरित सैन्याने जेव्हा बेरेझिना नदी पार केली तेव्हा जेमतेम २७,००० सैनिक शिल्लक शिल्लक होते।",human
"ग्रान्द आर्मीचे ३,८०,००० सैनिक ठार व १,००,००० युद्धकैदी झाले।",human
या लढाईनंतर आपल्या सल्लागारांच्या आग्रहावरून व मार्शल्सच्या (सेनापतींच्या) एकमताने दिलेल्या मान्यतेमुळे नेपोलियन सैन्य सोडून परतला।,human
तो आपले सम्राटपद कायम ठेवण्यासाठी व आगेकूच करणाऱ्या रशियनांना विरोध करण्यास अधिक सैन्य गोळा करण्यासाठी पॅरिसमध्ये परतला।,human
अंदाजे सहा महिने चाललेली ही मोहीम १४ डिसेंबर १८१२ रोजी खर‍या अर्थाने संपुष्टात आली आणि रशियाच्या भूमीवरून अखेरच्या फ्रेंच दळांनी माघार घेतली।,human
हे युद्ध नेपोलियोनिक युद्धांतील निर्णायक टप्पा होता।,human
नेपोलियनच्या कीर्तीला यामुळे फार मोठा तडा गेला व युरोपवरील फ्रेंच प्रभुत्व खिळखिळे झाले।,human
फ्रान्स व त्याच्या मांडलिक राष्ट्रांची मिळून तयार झालेल्या ग्रान्द आर्मीचा विनाश झाला।,human
या घटनांमुळे युरोपीय राजकारणात महत्त्वाचे बदल घडले।,human
फ्रान्सची मित्रराष्ट्रे प्रशिया व नंतर ऑस्ट्रिया यांनी त्यांच्यावर लादलेले मित्रत्वाचे तह मोडून पक्षबदल केला व त्यामुळे सहाव्या संघाच्या युद्धास प्रारंभ झाला।,human
